,sentence1,label1,sentence2,label2,dist,match,sub
4723,A mile to work was run by him.,0,The beans were grown by the gardener.,1,0.417910447761194,0,1
4724,The beans were grown by the gardener.,1,The plums were weighed by the grocer.,1,0.6756756756756757,1,1
4725,The plums were weighed by the grocer.,1,San Francisco has been lived in by my brother.,0,0.45783132530120485,0,1
4726,San Francisco has been lived in by my brother.,0,The house has been lived in by several famous personages.,1,0.5825242718446602,0,1
4727,The house has been lived in by several famous personages.,1,Seoul was slept in by the businessman last night.,0,0.49056603773584906,0,1
4728,Seoul was slept in by the businessman last night.,0,This bed was surely slept in by a huge guy last night.,1,0.6601941747572815,0,1
4729,This bed was surely slept in by a huge guy last night.,1,Rosie got struck by lightning.,1,0.38095238095238093,1,1
4730,Rosie got struck by lightning.,1,I got phoned by a woman friend.,1,0.42622950819672134,1,1
4731,I got phoned by a woman friend.,1,He got hit in the face with the tip of a surfboard.,1,0.46341463414634143,1,1
4732,He got hit in the face with the tip of a surfboard.,1,John's bike got fixed or got stolen.,1,0.3908045977011494,1,1
4733,John's bike got fixed or got stolen.,1,The lesson got read by a priest.,0,0.47058823529411764,0,1
4734,The lesson got read by a priest.,0,The letter got written by a poet.,0,0.7076923076923076,1,1
4735,The letter got written by a poet.,0,Tom got understood to have asked for a refund.,0,0.40506329113924056,1,1
4736,Tom got understood to have asked for a refund.,0,Mary got heard to insult her parents.,0,0.5060240963855422,1,1
4737,Mary got heard to insult her parents.,0,Is John clever?,1,0.2692307692307693,0,1
4738,Is John clever?,1,Who is clever?,1,0.6206896551724138,1,1
4739,Who is clever?,1,How clever you are!,1,0.48484848484848486,1,1
4740,How clever you are!,1,Be very clever.,1,0.4117647058823529,1,1
4741,Be very clever.,1,I ask you if this is what you want.,1,0.16000000000000003,1,1
4742,I ask you if this is what you want.,1,Would you mind taking out the garbage?,1,0.3835616438356164,1,1
4743,Would you mind taking out the garbage?,1,Can the child read the book?,1,0.3939393939393939,1,1
4744,Can the child read the book?,1,What can the child read?,1,0.6923076923076923,1,1
4745,What can the child read?,1,Which version did they recommend?,1,0.45614035087719296,1,1
4746,Which version did they recommend?,1,With what did the baby eat the food?,1,0.5217391304347826,1,1
4747,With what did the baby eat the food?,1,How did he eat the food?,1,0.7333333333333334,1,1
4748,How did he eat the food?,1,Which man did you talk to?,1,0.43999999999999995,1,1
4749,Which man did you talk to?,1,To which man did you talk?,1,0.8461538461538461,1,1
4750,To which man did you talk?,1,How ill has Hobbs been?,1,0.36734693877551017,1,1
4751,How ill has Hobbs been?,1,Which man did you talk?,0,0.30434782608695654,0,1
4752,Which man did you talk?,0,To which man did you talk to?,0,0.8461538461538461,1,1
4753,To which man did you talk to?,0,Who do you think Hobbs imagined Mary said Tom saw?,1,0.40506329113924056,0,1
4754,Who do you think Hobbs imagined Mary said Tom saw?,1,Who did Kim work for and Sandy rely on?,1,0.4719101123595506,1,1
4755,Who did Kim work for and Sandy rely on?,1,Who did Kim work for and Sandy rely?,0,0.96,0,1
4756,Who did Kim work for and Sandy rely?,0,Who did Kim work for and Sandy rely on Mary?,0,0.9,1,1
4757,Who did Kim work for and Sandy rely on Mary?,0,You can rely on Edward's help.,1,0.4054054054054054,0,1
4758,You can rely on Edward's help.,1,"Edward's help, you can rely on.",1,0.4918032786885246,1,1
4759,"Edward's help, you can rely on.",1,We talked about the fact that he was sick for days.,1,0.31707317073170727,1,1
4760,We talked about the fact that he was sick for days.,1,"The fact that he was sick for days, we talked about.",1,0.6601941747572815,1,1
4761,"The fact that he was sick for days, we talked about.",1,You can rely on that he will help you.,0,0.4444444444444444,0,1
4762,You can rely on that he will help you.,0,We talked about that he was sick for days.,0,0.5,1,1
4763,We talked about that he was sick for days.,0,"That he was sick, we talked about for days.",1,0.5882352941176471,0,1
4764,"That he was sick, we talked about for days.",1,That arrows don't stop in midair is captured by this theory.,1,0.44660194174757284,1,1
4765,That arrows don't stop in midair is captured by this theory.,1,Who did you see and a picture of?,0,0.4301075268817204,0,1
4766,Who did you see and a picture of?,0,These qualities recommended him to Oliver.,1,0.31999999999999995,0,1
4767,These qualities recommended him to Oliver.,1,The UN recommended an enlarged peacekeeping force.,1,0.4782608695652174,1,1
4768,The UN recommended an enlarged peacekeeping force.,1,This is the book which the teacher recommended.,1,0.3917525773195877,1,1
4769,This is the book which the teacher recommended.,1,Who will they recommend?,1,0.5352112676056338,1,1
4770,Who will they recommend?,1,John put the books in a box.,1,0.34615384615384615,1,1
4771,John put the books in a box.,1,Which books did John put in the box?,1,0.5,1,1
4772,Which books did John put in the box?,1,Where did John put the books?,1,0.7076923076923076,1,1
4773,Where did John put the books?,1,In which box did John put the book?,1,0.75,1,1
4774,In which box did John put the book?,1,How happy has John been?,1,0.3728813559322034,1,1
4775,How happy has John been?,1,Who put the book in the box?,1,0.42307692307692313,1,1
4776,Who put the book in the box?,1,Who DID put the book in the box?,1,0.9333333333333333,1,0
4777,Who DID put the book in the box?,1,Who can put the book in the box?,1,0.90625,1,1
4778,Who can put the book in the box?,1,Who do you think visited Seoul last year?,1,0.4657534246575342,1,1
4779,Who do you think visited Seoul last year?,1,That's the UN delegate that the government thinks visits Seoul last year.,1,0.5789473684210527,1,1
4780,That's the UN delegate that the government thinks visits Seoul last year.,1,Who do you believe that Sara invited?,1,0.4,1,1
4781,Who do you believe that Sara invited?,1,Who do you believe invited Sara?,1,0.782608695652174,1,1
4782,Who do you believe invited Sara?,1,Who do you believe that invited Sara?,0,0.927536231884058,0,0
4783,Who do you believe that invited Sara?,0,Who do you think that would be nominated for the position?,0,0.5473684210526315,1,1
4784,Who do you think that would be nominated for the position?,0,This is the kind of person who I doubt that under normal circumstances would have anything to do with such a scheme.,1,0.3908045977011494,0,1
4785,This is the kind of person who I doubt that under normal circumstances would have anything to do with such a scheme.,1,John asks whose book his son likes.,1,0.29139072847682124,1,1
4786,John asks whose book his son likes.,1,John has forgotten which player his son shouted at.,1,0.5116279069767442,1,1
4787,John has forgotten which player his son shouted at.,1,He told me how many employees Karen introduced to the visitors.,1,0.368421052631579,1,1
4788,He told me how many employees Karen introduced to the visitors.,1,he had been reading the article.,1,0.4,1,1
4789,he had been reading the article.,1,Tom denied which book he had been reading.,0,0.5405405405405406,0,1
4790,Tom denied which book he had been reading.,0,Tom claimed how much money she had spent.,0,0.5783132530120482,1,1
4791,Tom claimed how much money she had spent.,0,John inquired that he should read it.,0,0.4871794871794872,1,1
4792,John inquired that he should read it.,0,Peter will decide that we should review the book.,0,0.5581395348837209,1,1
4793,Peter will decide that we should review the book.,0,John inquired which book he should read.,1,0.4269662921348315,0,1
4794,John inquired which book he should read.,1,Peter will decide which book we should review.,1,0.6511627906976745,1,1
4795,Peter will decide which book we should review.,1,John told us that we should review the book.,1,0.5111111111111111,1,1
4796,John told us that we should review the book.,1,John told us which book we should review.,1,0.7529411764705882,1,1
4797,John told us which book we should review.,1,In which box did he put the book?,1,0.43243243243243246,1,1
4798,In which box did he put the book?,1,Which book by his father did he read?,1,0.5142857142857142,1,1
4799,Which book by his father did he read?,1,John asks in which box he put the book.,1,0.39473684210526316,1,1
4800,John asks in which box he put the book.,1,John asks which book by his father he read.,1,0.6585365853658536,1,1
4801,John asks which book by his father he read.,1,Kim has wondered in which room Gary stayed.,1,0.4651162790697675,1,1
4802,Kim has wondered in which room Gary stayed.,1,Lee asked me how fond of chocolates the monkeys are.,1,0.42105263157894735,1,1
4803,Lee asked me how fond of chocolates the monkeys are.,1,Kim has wondered that Gary stayed in the room.,0,0.4285714285714286,0,1
4804,Kim has wondered that Gary stayed in the room.,0,Kim asked me that the monkeys are very fond of chocolates.,0,0.4807692307692307,1,1
4805,Kim asked me that the monkeys are very fond of chocolates.,0,John knows whose book Mary bought and Tom borrowed from her.,1,0.38983050847457623,0,1
4806,John knows whose book Mary bought and Tom borrowed from her.,1,John knows whose book Mary bought and Tom talked.,0,0.8256880733944953,0,1
4807,John knows whose book Mary bought and Tom talked.,0,I don't know whether I should agree.,1,0.47058823529411764,0,1
4808,I don't know whether I should agree.,1,She gets upset if I exclude her from anything.,1,0.3414634146341463,1,1
4809,She gets upset if I exclude her from anything.,1,She gets upset whether I exclude her from anything.,1,0.9072164948453608,1,1
4810,She gets upset whether I exclude her from anything.,1,I wonder if you'd be kind enough to give us information.,1,0.39252336448598135,1,1
4811,I wonder if you'd be kind enough to give us information.,1,I am not certain about when he will come.,1,0.41237113402061853,1,1
4812,I am not certain about when he will come.,1,I am not certain about whether he will go or not.,1,0.8222222222222222,1,1
4813,I am not certain about whether he will go or not.,1,I am not certain about if he will come.,0,0.7727272727272727,0,1
4814,I am not certain about if he will come.,0,I am not certain about if he will go or not.,0,0.8674698795180723,1,1
4815,I am not certain about if he will go or not.,0,I don't know where to go.,1,0.4347826086956522,0,1
4816,I don't know where to go.,1,I don't know what to do.,1,0.8571428571428572,1,1
4817,I don't know what to do.,1,I don't know how to do it.,1,0.84,1,1
4818,I don't know how to do it.,1,I don't know whether to agree with him or not.,1,0.6111111111111112,1,1
4819,I don't know whether to agree with him or not.,1,I don't know if to agree with him.,0,0.8,0,1
4820,I don't know if to agree with him.,0,I don't know that to agree with him or not.,0,0.8311688311688312,1,1
4821,I don't know that to agree with him or not.,0,Fred knows which politician to support.,1,0.46341463414634143,0,1
4822,Fred knows which politician to support.,1,Karen asked where to put the chairs.,1,0.4,1,1
4823,Karen asked where to put the chairs.,1,The student protected him.,1,0.4838709677419355,1,1
4824,The student protected him.,1,Who protected him?,1,0.6818181818181819,1,1
4825,Who protected him?,1,To protect him is not an easy task.,1,0.49056603773584906,1,1
4826,To protect him is not an easy task.,1,Fred knows which politician for Karen to vote for.,0,0.3764705882352941,0,1
4827,Fred knows which politician for Karen to vote for.,0,Fred knows which politician for her to vote for.,0,0.9387755102040817,1,1
4828,Fred knows which politician for her to vote for.,0,Karen asked where for Jerry to put the chairs.,0,0.4893617021276596,1,1
4829,Karen asked where for Jerry to put the chairs.,0,Karen asked where for him to put the chairs.,0,0.9111111111111111,1,1
4830,Karen asked where for him to put the chairs.,0,How carefully have you considered your future career?,1,0.4329896907216495,0,1
4831,How carefully have you considered your future career?,1,When can we register for graduation?,1,0.3595505617977528,1,1
4832,When can we register for graduation?,1,Where do we go to register for graduation?,1,0.8205128205128205,1,1
4833,Where do we go to register for graduation?,1,Why have you borrowed my pencil?,1,0.3783783783783784,1,1
4834,Why have you borrowed my pencil?,1,When did he say that he was fired?,1,0.3939393939393939,1,1
4835,When did he say that he was fired?,1,Where did he tell you that he met Mary?,1,0.6575342465753424,1,1
4836,Where did he tell you that he met Mary?,1,Why do you wonder whether she will invite me?,1,0.45238095238095233,1,1
4837,Why do you wonder whether she will invite me?,1,How often did he ask when she will meet at the party?,1,0.4897959183673469,1,1
4838,How often did he ask when she will meet at the party?,1,What causes students to select particular majors?,1,0.3921568627450981,1,1
